obsolete_hs10,obsolete_desc_en,new_hs10,new_desc_en,same_code,mechanical_relation,mapping_type,source_file,checked_on
4407120011,"Lumber, of fir, dressed, thickness > 6 mm, sawn/chipped lengthwise/sliced/peeled",4407120011,"Lumber, of fir, dressed, thickness > 6 mm, sawn/chipped lengthwise/sliced/peeled",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
4407120012,"Lumber, of spruce,dressed,thickness > 6 mm,sawn/chipped lengthwise/sliced/peeled",4407120012,"Lumber,of spruce,dressed,thickness > 6 mm, sawn/chipped lengthwise/sliced/peeled",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
4407120021,"Lumber, of fir, rough, thickness > 6 mm, sawn/chipped lengthwise/sliced/peeled",4407120021,"Lumber, of fir, rough, thickness > 6 mm, sawn/chipped lengthwise/sliced/peeled",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
4407120022,"Lumber, of spruce, rough, thickness > 6 mm,sawn/chipped lengthwise/sliced/peeled",4407120022,"Lumber, of spruce, rough, thickness > 6 mm,sawn/chipped lengthwise/sliced/peeled",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
4407110014,"Lumber,of lodgepole pine,dressed,thick > 6mm,sawn/chipped lgtwse/sliced/peeled",4407130000,"Lumber,of spruce,pine & fir (S-P-F),sawn/chip lgtwse/sliced/peeled, thick > 6 mm",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4407110019,"Lumber,of pine,dressed,thickness > 6mm,sawn/chipped lengthwise/sliced/peeled,nes",4407130000,"Lumber,of spruce,pine & fir (S-P-F),sawn/chip lgtwse/sliced/peeled, thick > 6 mm",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4407110029,"Lumber,of pine,rough,thickness > 6mm,sawn/chipped lengthwise/sliced/peeled,nes",4407130000,"Lumber,of spruce,pine & fir (S-P-F),sawn/chip lgtwse/sliced/peeled, thick > 6 mm",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4407120011,"Lumber, of fir, dressed, thickness > 6 mm, sawn/chipped lengthwise/sliced/peeled",4407130000,"Lumber,of spruce,pine & fir (S-P-F),sawn/chip lgtwse/sliced/peeled, thick > 6 mm",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4407120012,"Lumber, of spruce,dressed,thickness > 6 mm,sawn/chipped lengthwise/sliced/peeled",4407130000,"Lumber,of spruce,pine & fir (S-P-F),sawn/chip lgtwse/sliced/peeled, thick > 6 mm",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4407120021,"Lumber, of fir, rough, thickness > 6 mm, sawn/chipped lengthwise/sliced/peeled",4407130000,"Lumber,of spruce,pine & fir (S-P-F),sawn/chip lgtwse/sliced/peeled, thick > 6 mm",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4407120022,"Lumber, of spruce, rough, thickness > 6 mm,sawn/chipped lengthwise/sliced/peeled",4407130000,"Lumber,of spruce,pine & fir (S-P-F),sawn/chip lgtwse/sliced/peeled, thick > 6 mm",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4407190013,"Lumber,of spruce,pine & fir (S-P-F),thick>6mm,sawn/chipped lgtwse/sliced/etc,nes",4407130000,"Lumber,of spruce,pine & fir (S-P-F),sawn/chip lgtwse/sliced/peeled, thick > 6 mm",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
4407120011,"Lumber, of fir, dressed, thickness > 6 mm, sawn/chipped lengthwise/sliced/peeled",4407140000,"Lumber,Hem-fir(Western hemlock) & fir,sawn/chip lgtwse/sliced/peeled,thick >6 mm",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4407120021,"Lumber, of fir, rough, thickness > 6 mm, sawn/chipped lengthwise/sliced/peeled",4407140000,"Lumber,Hem-fir(Western hemlock) & fir,sawn/chip lgtwse/sliced/peeled,thick >6 mm",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4407190014,"Lumber,Western hemlock & amabilis fir (Hem-Fir),thick > 6mm,sawn/sliced/etc,nes",4407140000,"Lumber,Hem-fir(Western hemlock) & fir,sawn/chip lgtwse/sliced/peeled,thick >6 mm",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
4407190011,"Lumber, of coniferous, end-jointed, thickness > 6 mm, nes",4407190011,"Lumber,of coniferous,nes,end-jointed,sawn/chip lgtwse/sliced/peeled,thick >6 mm",True,same code,one to one,conc-10-stats-2022.xlsx,2026-09-07
4407190012,"Lumber,coniferous,treat w paint/stains/creosote/o presv,thick >6mm,sawn/etc,nes",4407190012,"Lumber, of coniferous,nes,treated w paint/stains/creosote/presv, thickness > 6mm",True,same code,one to one,conc-10-stats-2022.xlsx,2026-09-07
4407290010,"Lumber, of teak, thickness > 6 mm, sawn/chipped lengthwise/sliced/peeled",4407230000,"Lumber, of teak, sawn/chipped lengthwise/sliced/peeled, of a thickness > 6 mm",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
4407290090,"Lumber,of tropical wood,nes,thickness >6mm,sawn/chipped lengthwise/sliced/peeled",4407290000,"Lumber,of tropical wood,sawn/chipped lengthwise/sliced/peeled,thickness >6mm,nes",False,same subheading,one to one,conc-10-stats-2022.xlsx,2026-09-07
4412991000,"Pw,ven panels,sim lam wod,a/t 1 layer pb; pw/block core bd,maho-ven,f door jambs",4412410000,"Laminated veneered lumber (LVL), with at least one outer ply of tropical wood",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4412999010,"Plywood,veneered panels,sim laminated wood,w at least 1 ply of tropical wood,nes",4412410000,"Laminated veneered lumber (LVL), with at least one outer ply of tropical wood",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4412991000,"Pw,ven panels,sim lam wod,a/t 1 layer pb; pw/block core bd,maho-ven,f door jambs",4412420000,"Laminated veneered lumber (LVL),with at least 1 outer ply of non-coniferous wood",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4412999030,"Plywood,veneered panels,sim lam wood,w at least 1 out ply of non-coniferous,nes",4412420000,"Laminated veneered lumber (LVL),with at least 1 outer ply of non-coniferous wood",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4412991000,"Pw,ven panels,sim lam wod,a/t 1 layer pb; pw/block core bd,maho-ven,f door jambs",4412490000,"Laminated veneered lumber (LVL), with both outer plies of coniferous wood",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4412999090,"Plywood, veneered panels, similar laminated wood, nes",4412490000,"Laminated veneered lumber (LVL), with both outer plies of coniferous wood",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4412940000,"Blockboard, laminboard and battenboard",4412510000,"Blockboard,laminboard & battenboard,with at least one outer ply of tropical wood",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4412940000,"Blockboard, laminboard and battenboard",4412520000,"Blockboard,laminboard & battenbd,w at least one outer ply of non-coniferous wood",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4412940000,"Blockboard, laminboard and battenboard",4412590000,"Blockboard, laminboard and battenboard, with both outer plies of coniferous wood",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4412991000,"Pw,ven panels,sim lam wod,a/t 1 layer pb; pw/block core bd,maho-ven,f door jambs",4412910000,"Plywood,ven panels & simiar lam wood,w at least one outer ply tropical wood, nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4412999010,"Plywood,veneered panels,sim laminated wood,w at least 1 ply of tropical wood,nes",4412910000,"Plywood,ven panels & simiar lam wood,w at least one outer ply tropical wood, nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4412991000,"Pw,ven panels,sim lam wod,a/t 1 layer pb; pw/block core bd,maho-ven,f door jambs",4412920000,"Plywood,ven panels & simiar lam wood,w at least 1 outer ply of non-con wood, nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4412999030,"Plywood,veneered panels,sim lam wood,w at least 1 out ply of non-coniferous,nes",4412920000,"Plywood,ven panels & simiar lam wood,w at least 1 outer ply of non-con wood, nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4412991000,"Pw,ven panels,sim lam wod,a/t 1 layer pb; pw/block core bd,maho-ven,f door jambs",4412990000,"Plywood, ven panels & simiar lam wood, w both outer plies of coniferous wood,nes",False,same subheading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4412999090,"Plywood, veneered panels, similar laminated wood, nes",4412990000,"Plywood, ven panels & simiar lam wood, w both outer plies of coniferous wood,nes",False,same subheading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4414000010,"Frames, of wood, for photographs",4414100000,"Wooden frames,of tropical wood,for paintings,photographs,mirrors/similar objects",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4414000090,"Frames, of wood, for paintings, mirrors or similar objects, o/t for photographs",4414100000,"Wooden frames,of tropical wood,for paintings,photographs,mirrors/similar objects",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4414000010,"Frames, of wood, for photographs",4414900010,"Wooden frames, for photographs, o/t of tropical wood, nes",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4414000090,"Frames, of wood, for paintings, mirrors or similar objects, o/t for photographs",4414900090,"Wooden frames, for paintings, mirrors or similar objects, o/t tropical wood, nes",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4418101000,"Window frames, of wood",4418111000,"Window frames, of tropical wood",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4418109000,"Windows and french-windows, of wood, o/t their frames",4418119000,"Windows and french-windows, of tropical wood,o/t their frames",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4418101000,"Window frames, of wood",4418191000,"Window frames, other than of tropical wood",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4418109000,"Windows and french-windows, of wood, o/t their frames",4418199000,"Windows and french-windows, o/t of tropical wood or their frames",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4418200011,"Doors, prehung, of wood",4418210000,"Doors and their frames and thresholds, of tropical wood",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4418200012,"Doors, flush type, of wood",4418210000,"Doors and their frames and thresholds, of tropical wood",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4418200019,"Doors, of wood, nes",4418210000,"Doors and their frames and thresholds, of tropical wood",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4418200090,"Frames and thresholds, for doors, of wood",4418210000,"Doors and their frames and thresholds, of tropical wood",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4418200011,"Doors, prehung, of wood",4418290011,"Doors, of wood, o/t of tropical wood, prehung",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4418200012,"Doors, flush type, of wood",4418290012,"Doors, of wood, o/t of tropical wood, flush type",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4418200019,"Doors, of wood, nes",4418290019,"Doors, of wood, o/t of tropical wood, nes",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4418200090,"Frames and thresholds, for doors, of wood",4418290090,"Frames and thresholds, for doors, of wood, o/t of tropical wood",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4418600000,"Posts and beams, of wood",4418300000,"Posts & beams,o/t engineered structural timber prod of subhdings 4418.81-4418.89",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4418600000,"Posts and beams, of wood",4418810000,"Engineered structural timber products, glue-laminated timber (glulam)",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4418910000,"Builder's joinery and carpentery, of bamboo, nes",4418810000,"Engineered structural timber products, glue-laminated timber (glulam)",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4418990010,"Fabricated structural members, of wood, o/t bamboo, nes",4418810000,"Engineered structural timber products, glue-laminated timber (glulam)",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4418600000,"Posts and beams, of wood",4418820000,"Engineered structural timber products, cross-laminated timber (CLT or X-lam)",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4418910000,"Builder's joinery and carpentery, of bamboo, nes",4418820000,"Engineered structural timber products, cross-laminated timber (CLT or X-lam)",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4418990010,"Fabricated structural members, of wood, o/t bamboo, nes",4418820000,"Engineered structural timber products, cross-laminated timber (CLT or X-lam)",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4418600000,"Posts and beams, of wood",4418830000,"Engineered structural timber products, I beams",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4418910000,"Builder's joinery and carpentery, of bamboo, nes",4418830000,"Engineered structural timber products, I beams",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4418990010,"Fabricated structural members, of wood, o/t bamboo, nes",4418830000,"Engineered structural timber products, I beams",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4418600000,"Posts and beams, of wood",4418890000,"Engineered structural timber products, nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4418910000,"Builder's joinery and carpentery, of bamboo, nes",4418890000,"Engineered structural timber products, nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4418990010,"Fabricated structural members, of wood, o/t bamboo, nes",4418890000,"Engineered structural timber products, nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4418910000,"Builder's joinery and carpentery, of bamboo, nes",4418910000,"Builder's joinery and carpentery, of bamboo, nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
4418990090,"Builder's joinery and carpentry, of wood, o/t bamboo, nes",4418920000,"Builder's joinery and carpentery, of cellular wood panels, nes",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4418990090,"Builder's joinery and carpentry, of wood, o/t bamboo, nes",4418990000,"Builder's joinery and carpentry, of wood, o/t bamboo, nes",False,same subheading,split,conc-10-stats-2022.xlsx,2026-09-07
4419900000,"Tableware and kitchenware, nes, of wood, o/t bamboo",4419200000,"Tableware and kitchenware, of tropical wood, o/t of bamboo",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4419900000,"Tableware and kitchenware, nes, of wood, o/t bamboo",4419900000,"Tableware and kitchenware, of wood, o/t of tropical wood or bamboo, nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
4420100000,"Statuettes and other ornaments, of wood",4420110000,"Statuettes and other ornaments, of tropical wood",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4420100000,"Statuettes and other ornaments, of wood",4420190000,"Statuettes and other ornaments, of wood, o/t of tropical wood",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
4421913000,"Coffins and caskets, of bamboo",4421200000,"Coffins, of wood",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
4421993000,"Coffins and caskets, joiners' benches and trestles, of wood, nes",4421200000,"Coffins, of wood",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
4421993000,"Coffins and caskets, joiners' benches and trestles, of wood, nes",4421993000,"Joiners' benches and trestles, of wood, nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
4421999090,"Articles of wood, nes",4421999040,"Gates, of wood, for confining children or pets",False,same subheading,split,conc-10-stats-2022-1.xlsx,2026-09-07
4421999090,"Articles of wood, nes",4421999090,"Articles of wood, nes",True,same code,split,conc-10-stats-2022-1.xlsx,2026-09-07
4905910000,"Maps and hydrographic or similar charts of all kinds,printed, in book form",4905200000,"Maps and hydrographic or similar charts of all kinds, printed, in book form",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
4905100000,"Globes, printed",4905900000,"Maps and hydrographic/similar charts, of all kinds, printed,not in book form,nes",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
4905990000,"Maps and hydrographic or similar charts, of all kinds, printed, not in book form",4905900000,"Maps and hydrographic/similar charts, of all kinds, printed,not in book form,nes",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
5501100000,Synthetic filament tow of nylon or other polyamides,5501110000,"Synthetic filament tow, of aramids, of nylon or other polyamides",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
5501100000,Synthetic filament tow of nylon or other polyamides,5501190000,"Synthetic filament tow, of nylon or other polyamides, o/t of aramids, nes",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
5703201090,"Carpets of nylon or other polyamides, machine tufted, nes",5703210000,"Textile floor coverings,of turf,of nylon/o polyamides,tufted,whether/not made up",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
5703201010,"Carpets of nylon or other polyamides, machine tufted, for automotive use",5703291010,"Carpets & tex floor covg,of nylon/o polyamides,mach tufted, auto use,w/n made up",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
5703201020,"Tiles,of nylon/other polyamides,machine tufted,having a max surface area 0.3m²",5703291020,"Tiles,nes,of nylon/o polya,o/t turf,mach tufted,max surf area 0.3m², w/n made up",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
5703201090,"Carpets of nylon or other polyamides, machine tufted, nes",5703291090,"Carpets and tex floor covg,of nylon/o polya,o/t turf,mach tufted,w/n made up,nes",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
5703209000,"Carpets of nylon or other polyamides, tufted but o/t machine tufted",5703299000,"Carpets & tex floor covg,of nylon/o polya,tufted,o/t mach tufted,w/n made up,nes",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
5703301031,"Carpet polypropylene,mach tuft,w a secondary backing polyurethane foam cushion",5703310000,"Carpets and o tex floor covg, of turf, of o man-made tex mat, tufted,w/n made up",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
5703301039,"Carpet o man-made tex mat,mach tufted,w secondary backing polyu foam cushion,nes",5703310000,"Carpets and o tex floor covg, of turf, of o man-made tex mat, tufted,w/n made up",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
5703301091,"Carpets of polypropylene, machine tufted, nes",5703310000,"Carpets and o tex floor covg, of turf, of o man-made tex mat, tufted,w/n made up",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
5703301092,"Carpets of polyesters, machine tufted, nes",5703310000,"Carpets and o tex floor covg, of turf, of o man-made tex mat, tufted,w/n made up",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
5703301099,"Carpets of other man-made textile materials, machine tufted, nes",5703310000,"Carpets and o tex floor covg, of turf, of o man-made tex mat, tufted,w/n made up",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
5703301011,"Carpets of polypropylene, machine tufted, for automotive use",5703391010,"Carpets and textile floor covg,of polypropylene,o/t turf,mach tufted,w/n made up",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
5703301031,"Carpet polypropylene,mach tuft,w a secondary backing polyurethane foam cushion",5703391010,"Carpets and textile floor covg,of polypropylene,o/t turf,mach tufted,w/n made up",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
5703301091,"Carpets of polypropylene, machine tufted, nes",5703391010,"Carpets and textile floor covg,of polypropylene,o/t turf,mach tufted,w/n made up",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
5703301012,"Carpets of polyesters, machine tufted, for automotive use",5703391020,"Carpets and textile floor covg,of polyesters,o/t turf,mach tufted,w/n made up",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
5703301039,"Carpet o man-made tex mat,mach tufted,w secondary backing polyu foam cushion,nes",5703391020,"Carpets and textile floor covg,of polyesters,o/t turf,mach tufted,w/n made up",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
5703301092,"Carpets of polyesters, machine tufted, nes",5703391020,"Carpets and textile floor covg,of polyesters,o/t turf,mach tufted,w/n made up",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
5703301019,"Carpets of other man-made textile materials, machine tufted, automotive use,nes",5703391090,"Carpets & tex floor covg,of o m-m tex mat,o/t turf,mach tufted, w/n made up, nes",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
5703301039,"Carpet o man-made tex mat,mach tufted,w secondary backing polyu foam cushion,nes",5703391090,"Carpets & tex floor covg,of o m-m tex mat,o/t turf,mach tufted, w/n made up, nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
5703301099,"Carpets of other man-made textile materials, machine tufted, nes",5703391090,"Carpets & tex floor covg,of o m-m tex mat,o/t turf,mach tufted, w/n made up, nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
5703309020,"Carpets of polyesters, tufted but o/t machine tufted",5703399010,"Carpets & tex floor covg,of polyesters,o/t turf,mach tufted, w/n made up, nes",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
5703309090,"Carpets & o textile floor covering,of o m-m tex mat,tufted b o/t mach tufted,nes",5703399090,"Carpets & tex floor covg,of o m-m tex mat,o/t turf,mach tufted, w/n made up, nes",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
5802110000,"Terry towelling and similar woven terry fab,of cotton,o/t narrow fab,unbleached",5802100000,"Terry towelling,similar woven terry fab, of cotton,o/t narrow fab,w/n unbleached",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
5802190000,"Terry towelling & similar woven terry fab,of cotton,o/t unbl and narrow fabrics",5802100000,"Terry towelling,similar woven terry fab, of cotton,o/t narrow fab,w/n unbleached",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
6116100010,"Gloves,mittens,mitts, impregnated, coated/covered with plastics, knit/crocheted",6116100010,"Gloves and mittens,impregnated,coated,covered/laminated w plastics, knit/crochet",True,same code,merge,conc-10-stats-2022.xlsx,2026-09-07
6116910000,"Gloves, mittens and mitts, of wool or fine animal hair, knitted/crocheted,nes",6116100010,"Gloves and mittens,impregnated,coated,covered/laminated w plastics, knit/crochet",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6116920000,"Gloves, mittens and mitts, of cotton, knitted/crocheted, nes",6116100010,"Gloves and mittens,impregnated,coated,covered/laminated w plastics, knit/crochet",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6116930010,"Work gloves, mittens & mitts, of synthetic fibres, knitted or crocheted, nes",6116100010,"Gloves and mittens,impregnated,coated,covered/laminated w plastics, knit/crochet",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6116930040,"Women's/girls' gloves,mittens & mitts,of other synthetic fibres,knit/crochet,nes",6116100010,"Gloves and mittens,impregnated,coated,covered/laminated w plastics, knit/crochet",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6116930090,"Gloves,mittens & mitts,of other synthetic fibres,knit/crocheted,nes",6116100010,"Gloves and mittens,impregnated,coated,covered/laminated w plastics, knit/crochet",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6116990000,"Gloves, mittens and mitts, of other textile materials, knitted or crocheted,nes",6116100010,"Gloves and mittens,impregnated,coated,covered/laminated w plastics, knit/crochet",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6116100020,"Gloves,mittens,mitts,impregnated,coated,covered with rubber,knitted/crocheted",6116100020,"Gloves and mittens,impregnated,coated,covered/laminated w rubber, knit/crochet",True,same code,merge,conc-10-stats-2022.xlsx,2026-09-07
6116910000,"Gloves, mittens and mitts, of wool or fine animal hair, knitted/crocheted,nes",6116100020,"Gloves and mittens,impregnated,coated,covered/laminated w rubber, knit/crochet",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6116920000,"Gloves, mittens and mitts, of cotton, knitted/crocheted, nes",6116100020,"Gloves and mittens,impregnated,coated,covered/laminated w rubber, knit/crochet",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6116930010,"Work gloves, mittens & mitts, of synthetic fibres, knitted or crocheted, nes",6116100020,"Gloves and mittens,impregnated,coated,covered/laminated w rubber, knit/crochet",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6116930040,"Women's/girls' gloves,mittens & mitts,of other synthetic fibres,knit/crochet,nes",6116100020,"Gloves and mittens,impregnated,coated,covered/laminated w rubber, knit/crochet",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6116930090,"Gloves,mittens & mitts,of other synthetic fibres,knit/crocheted,nes",6116100020,"Gloves and mittens,impregnated,coated,covered/laminated w rubber, knit/crochet",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6116990000,"Gloves, mittens and mitts, of other textile materials, knitted or crocheted,nes",6116100020,"Gloves and mittens,impregnated,coated,covered/laminated w rubber, knit/crochet",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6116910000,"Gloves, mittens and mitts, of wool or fine animal hair, knitted/crocheted,nes",6116910000,"Gloves, mittens and mitts, of wool or fine animal hair, knitted or crocheted,nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
6116920000,"Gloves, mittens and mitts, of cotton, knitted/crocheted, nes",6116920000,"Gloves, mittens and mitts, of cotton, knitted or crocheted, nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
6116930010,"Work gloves, mittens & mitts, of synthetic fibres, knitted or crocheted, nes",6116930010,"Gloves, mittens and mitts,for work,of synthetic fibres,knitted or crocheted, nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
6116930040,"Women's/girls' gloves,mittens & mitts,of other synthetic fibres,knit/crochet,nes",6116930040,"Gloves,mittens and mitts,of women's/girls', of synthetic fibres,knit/crochet,nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
6116930090,"Gloves,mittens & mitts,of other synthetic fibres,knit/crocheted,nes",6116930090,"Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted, nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
6116990000,"Gloves, mittens and mitts, of other textile materials, knitted or crocheted,nes",6116990000,"Gloves, mittens and mitts, of other textile materials, knitted or crocheted, nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
6201110000,"Men's/boys'overcoats & sim art,of wool/fine anml hair,not knit/cro, o/t No 62.03",6201200000,"Men's/boys' overcoats & sim art,of wool/fine anml hair,not knit/cro,o/t No 62.03",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
6201910000,"Men's/boys' anoraks & sim art,of wool/fine anml hair, not knit/cro, o/t No 62.03",6201200000,"Men's/boys' overcoats & sim art,of wool/fine anml hair,not knit/cro,o/t No 62.03",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
6201921000,"Men's ski-jackets, solely of cotton, not knitted or crocheted",6201301000,"Men's ski-jackets, solely of cotton, not knitted/crocheted, o/t No 62.03",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
6201120000,"Men's/boys' overcoats & sim art, of cotton, not knitted/crocheted,o/t No 62.03",6201309000,"Men's/boys' overcoats & similar articles, nes, cotton, not knit/cro,o/t No 62.03",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
6201929000,"Men's/boys' anoraks,wind-cheaters & sim,of cot,o/t ski-jackets,not knit/cro,nes",6201309000,"Men's/boys' overcoats & similar articles, nes, cotton, not knit/cro,o/t No 62.03",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
6201130000,"Men's/boys' overcoats & sim art, of man-made fibres, not knit/cro, o/t No 62.03",6201401000,"Men's/boys' overcoats,raincoats,sim art,man-made fib,not knit/cro,o/t No 62.03",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
6201930023,"Men's/boys' anoraks, incl ski-jackets,of nylon/other polyamides,not knit/crochet",6201409011,"Men's/boys' anoraks,incl ski-jackets,of nylon/o polya,not knit/cro, o/t No 62.03",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
